class,method,descriptor,tier,orig_insn_count,recomp_insn_count,insn_diff,category,description,first_diff_idx,orig_context,recomp_context
zombie/iso/sprite/IsoAnim,LoadFramesBitRepeatFrame,(Ljava/lang/String;Ljava/lang/String;I)V,STRUCTURAL,75,73,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'aload_2': 1, 'astore': 1, 'aload': 5}",3,   1: aload_2  |    2: putfield #51 | >>>5: aload_2  |    6: astore 4 |    8: ldc #185,   1: aload_2  |    2: putfield #51 | >>>5: ldc #185 |    7: astore 4 |    9: ldc #187
zombie/iso/sprite/IsoSpriteInstance,get,(Lzombie/iso/sprite/IsoSprite;)Lzombie/iso/sprite/IsoSpriteInstance;,SORTED_MULTISET,21,20,-1,ORIG_EXTRA_INSN,"Original has extra: ifeq, goto, invokestatic",4,   4: iconst_1  |    5: invokevirtual #7 | >>>8: ifeq 31 |    11: getstatic #13 |    14: invokevirtual #17,   4: iconst_1  |    5: invokevirtual #7 | >>>8: ifne 17 |    11: invokestatic #13 |    14: goto 0
zombie/iso/sprite/IsoSpriteInstance,add,(Lzombie/iso/sprite/IsoSpriteInstance;)V,STRUCTURAL,17,16,-1,ORIG_EXTRA_INSN,"Original has extra: ifeq, goto, invokestatic",6,   8: iconst_1  |    9: invokevirtual #7 | >>>12: ifeq 32 |    15: getstatic #13 |    18: aload_0 ,   8: iconst_1  |    9: invokevirtual #7 | >>>12: ifne 21 |    15: invokestatic #13 |    18: goto 4
zombie/iso/weather/ClimateValues,updateValues,(DFLzombie/iso/weather/ClimateManager$DayInfo;Lzombie/iso/weather/ClimateManager$DayInfo;)V,SORTED_MULTISET,697,694,-3,COUNT_DIFF_-3,"Instruction count diff=-3, goto diff=+0, return diff=+0",1,   0: aload 4 | >>>2: getfield #316 |    5: aload_0  |    6: getfield #161,   0: aload 4 | >>>2: getfield #314 |    5: aload_0  |    6: getfield #161
zombie/iso/weather/ThunderStorm,update,(D)V,SORTED_MULTISET,449,450,1,COUNT_DIFF_+3,"Instruction count diff=+3, goto diff=+1, return diff=+0",0,>>>0: getstatic #134 |    3: ifeq 12 |    6: getstatic #82,>>>0: getstatic #130 |    3: ifeq 12 |    6: getstatic #78
zombie/iso/weather/WeatherPeriod,RandNext,(FF)F,STRUCTURAL,24,24,0,OPCODE_DIFF,10 opcode differences: #1 fstore_3->fload_2; #2 fload_1->fcmpl; #3 fload_2->ifne,1,   0: fload_1  | >>>1: fload_2  |    2: fcmpl  |    3: ifne 8,   0: fload_1  | >>>1: fstore_3  |    2: fload_1  |    3: fload_2 
zombie/iso/weather/WeatherPeriod,RandNext,(II)I,STRUCTURAL,21,21,0,OPCODE_DIFF,8 opcode differences: #1 istore_3->iload_2; #2 iload_1->if_icmpne; #3 iload_2->iload_1,1,   0: iload_1  | >>>1: iload_2  |    2: if_icmpne 7 |    5: iload_1 ,   0: iload_1  | >>>1: istore_3  |    2: iload_1  |    3: iload_2 
zombie/iso/weather/WorldFlares$Flare,update,()V,SORTED_MULTISET,218,217,-1,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'aload_0': 4, 'astore': 1, 'aload': 2}",2,   0: aload_0  |    1: getfield #22 | >>>4: ifeq 421 |    7: aload_0  |    8: getfield #71,   0: aload_0  |    1: getfield #22 | >>>4: ifeq 426 |    7: aload_0  |    8: getfield #69
zombie/iso/weather/WorldFlares$Flare,applyFlare,(Lzombie/core/opengl/RenderSettings$PlayerRenderSettings;ILzombie/characters/IsoPlayer;)V,SORTED_MULTISET,399,413,14,BLOCK_REORDER,"Likely block reorder (sim=96.7%), added={'astore': 3, 'aload': 3, 'fstore': 4, 'fload': 4}, removed={}",1,   0: aload_0  | >>>1: getfield #47 |    4: iload_2  |    5: aaload ,   0: aload_0  | >>>1: getfield #45 |    4: iload_2  |    5: aaload 
zombie/iso/weather/dbg/ClimMngrDebug,calculateTotal,()Lzombie/iso/weather/dbg/ClimMngrDebug$RunInfo;,SORTED_MULTISET,440,444,4,LARGE_STRUCTURAL_DIFF_+8,"Major structural diff=+8, similarity=94.4%",8,   10: bipush 50 |    12: newarray int | >>>14: putfield #318 |    17: dconst_0  |    18: dstore_2 ,   10: bipush 50 |    12: newarray int | >>>14: putfield #316 |    17: dconst_0  |    18: dstore_2 
zombie/iso/weather/fx/WeatherFxMask,scanForTiles,(I)V,STRUCTURAL,147,147,0,CONST_POOL_DIFF,33 constant pool refs differ,1,   0: getstatic #22 | >>>3: getstatic #159 |    6: aaload  |    7: astore_1 ,   0: getstatic #22 | >>>3: getstatic #157 |    6: aaload  |    7: astore_1 
zombie/modding/ActiveModsFile,write,(Ljava/lang/String;Lzombie/modding/ActiveMods;)Z,STRUCTURAL,60,58,-2,ORIG_EXTRA_INSN,"Original has extra: goto, ireturn, iconst_1",0,>>>0: invokestatic #9 |    3: invokevirtual #15 |    6: ifeq 11,>>>0: invokestatic #7 |    3: invokevirtual #13 |    6: ifeq 11
zombie/modding/ActiveModsFile,read,(Ljava/lang/String;Lzombie/modding/ActiveMods;)Z,STRUCTURAL,68,66,-2,ORIG_EXTRA_INSN,"Original has extra: goto, ireturn, iconst_1",60,   127: aload 4 |    129: athrow  | >>>130: goto 143 |    133: astore_3  |    134: iconst_0 ,   127: aload 4 |    129: athrow  | >>>130: iconst_1  |    131: ireturn  |    132: astore_3 
zombie/network/BodyDamageSync,serverPacket,(Ljava/nio/ByteBuffer;)V,SORTED_MULTISET,120,121,1,ORIG_EXTRA_RETURN,Original has extra return,5,   5: iload_2  |    6: iconst_1  | >>>7: if_icmpne 105 |    10: aload_1  |    11: invokevirtual #147,   5: iload_2  |    6: iconst_1  | >>>7: if_icmpne 111 |    10: aload_1  |    11: invokevirtual #147
zombie/network/BodyDamageSync,clientPacket,(Ljava/nio/ByteBuffer;)V,STRUCTURAL,143,142,-1,ORIG_EXTRA_2,"Original has 2 extra insns: {'return': 3, 'if_icmpne': 1, 'getstatic': 1, 'pop': 1}",5,   5: iload_2  |    6: iconst_1  | >>>7: if_icmpne 99 |    10: aload_1  |    11: invokevirtual #147,   5: iload_2  |    6: iconst_1  | >>>7: if_icmpne 101 |    10: aload_1  |    11: invokevirtual #147
zombie/network/CoopMaster,getMessage,()Ljava/lang/String;,SORTED_MULTISET,38,36,-2,ORIG_EXTRA_INSN,"Original has extra: goto, aload_1, areturn",30,"   60: invokedynamic #402,  0 |    65: invokevirtual #366 | >>>68: aload_2  |    69: monitorexit  |    70: goto 78","   60: invokedynamic #402,  0 |    65: invokevirtual #366 | >>>68: aload_1  |    69: aload_2  |    70: monitorexit "
zombie/network/DiscordBot,setChannelByID,(Ljava/lang/String;)V,STRUCTURAL,31,29,-2,BRANCH_INV_RESTRUCTURED,1 inv + 8 other opcode diffs (block reorder),18,   40: aload_1  |    41: invokevirtual #131 | >>>44: ifeq 67 |    47: getstatic #27 |    50: aload_1 ,   40: aload_1  |    41: invokevirtual #131 | >>>44: ifne 50 |    47: goto 15 |    50: getstatic #27
zombie/network/FakeClientManager,load,(Ljava/lang/String;)Ljava/util/HashMap;,SORTED_MULTISET,598,596,-2,COUNT_DIFF_+4,"Instruction count diff=+4, goto diff=+0, return diff=-1",93,   210: astore 6 |    212: getstatic #153 | >>>215: astore 7 |    217: aload 6 |    219: ldc #159,   210: astore 6 |    212: getstatic #153 | >>>215: astore 8 |    217: aload 6 |    219: ldc #159
zombie/network/FakeClientManager$1,<clinit>,()V,SORTED_MULTISET,296,296,0,OPCODE_DIFF,118 opcode differences: #60 getstatic->invokestatic; #61 getstatic->arraylength; #62 invokevirtual->newarray,60,   128: goto 132 |    131: astore_0  | >>>132: invokestatic #44 |    135: arraylength  |    136: newarray int,   128: goto 132 |    131: astore_0  | >>>132: getstatic #7 |    135: getstatic #44 |    138: invokevirtual #17
zombie/network/FakeClientManager$Client,update,()V,STRUCTURAL,142,141,-1,ORIG_EXTRA_INSN,"Original has extra: 399, goto",2,   0: getstatic #261 |    3: aload_0  | >>>4: getfield #65 |    7: invokevirtual #264 |    10: iaload ,   0: getstatic #261 |    3: aload_0  | >>>4: getfield #63 |    7: invokevirtual #264 |    10: iaload 
zombie/network/FakeClientManager$Client,receive,(SLjava/nio/ByteBuffer;)V,STRUCTURAL,121,120,-1,ORIG_EXTRA_2,"Original has 2 extra insns: {'256': 1, '264': 1, '272': 1, '280': 2, '288': 2, '302': 1, '316': 1, '324': 1, '332': 1, '340': 1, 'goto': 2}",7,   15: astore_3  |    16: aload_0  | >>>17: getfield #35 |    20: getfield #103 |    23: getfield #107,   15: astore_3  |    16: aload_0  | >>>17: getfield #33 |    20: getfield #101 |    23: getfield #105
zombie/network/FakeClientManager$Client,getBooleanVariables,()I,FUZZY_COMPUTATION,43,43,0,RECOMP_EXTRA_INSN,"Recomp has extra: 72, 80, 87",3,   1: istore_1  |    2: aload_0  | >>>3: getfield #35 |    6: getfield #103 |    9: getfield #631,   1: istore_1  |    2: aload_0  | >>>3: getfield #33 |    6: getfield #101 |    9: getfield #629
zombie/network/FakeClientManager$Network,decode,(Ljava/nio/ByteBuffer;)V,STRUCTURAL,158,156,-2,COUNT_DIFF_-3,"Instruction count diff=-3, goto diff=-2, return diff=+0",14,   21: iload_2  |    22: lookupswitch { | >>>0: 461  |    1: 461  |    16: 348 ,   21: iload_2  |    22: lookupswitch { | >>>0: 458  |    1: 458  |    16: 348 
zombie/network/FakeClientManager$Player,getNearestPlayer,()Lzombie/network/FakeClientManager$PlayerManager$RemotePlayer;,SORTED_MULTISET,46,44,-2,ORIG_EXTRA_INSN,"Original has extra: goto, aload_1, areturn",2,   0: aconst_null  |    1: astore_1  | >>>2: ldc_w #302 |    5: fstore_2  |    6: aload_0 ,   0: aconst_null  |    1: astore_1  | >>>2: ldc_w #300 |    5: fstore_2  |    6: aload_0 
zombie/network/FakeClientManager$ZombieSimulator,process,()V,STRUCTURAL,76,76,0,RECOMP_EXTRA_INSN,"Recomp has extra: getfield, invokevirtual, invokevirtual",10,"   16: astore_2  |    17: aload_2  | >>>18: invokeinterface #223,  1 |    23: ifeq 92 |    26: aload_2 ",   16: astore_2  |    17: aload_2  | >>>18: invokevirtual #223 |    21: ifeq 88 |    24: aload_2 
zombie/network/GameClient,SendCommandToServer,(Ljava/lang/String;)V,STRUCTURAL,170,170,0,RECOMP_EXTRA_INSN,"Recomp has extra: if_icmpgt, goto, goto",6,   10: ldc_w #1626 |    13: invokevirtual #1628 | >>>16: ifeq 124 |    19: aload_0  |    20: ldc_w #1631,   10: ldc_w #1626 |    13: invokevirtual #1628 | >>>16: ifeq 127 |    19: aload_0  |    20: ldc_w #1631
zombie/network/GameClient,receiveItemStats,(Ljava/nio/ByteBuffer;S)V,STRUCTURAL,163,164,1,COUNT_DIFF_-3,"Instruction count diff=-3, goto diff=-3, return diff=+0",22,   39: tableswitch { |    0: 68  | >>>1: 270  |    2: 165  |    3: 413 ,   39: tableswitch { |    0: 68  | >>>1: 264  |    2: 162  |    3: 407 
zombie/network/GameClient,receiveSyncAlarmClock,(Ljava/nio/ByteBuffer;S)V,STRUCTURAL,179,178,-1,BRANCH_INV_RESTRUCTURED,1 inv + 99 other opcode diffs (block reorder),5,   5: iload_2  |    6: getstatic #3334 | >>>9: if_icmpne 224 |    12: aload_0  |    13: invokevirtual #520,   5: iload_2  |    6: getstatic #3334 | >>>9: if_icmpne 226 |    12: aload_0  |    13: invokevirtual #520
zombie/network/GameClient,sendItemStats,(Lzombie/inventory/InventoryItem;)V,STRUCTURAL,276,275,-1,LARGE_STRUCTURAL_DIFF_+14,"Major structural diff=+14, similarity=90.5%",5,   5: aload_1  |    6: invokevirtual #3859 | >>>9: ifnull 96 |    12: aload_1  |    13: invokevirtual #3859,   5: aload_1  |    6: invokevirtual #3859 | >>>9: ifnull 98 |    12: aload_1  |    13: invokevirtual #3859
zombie/network/GameClient,lambda$startLocalServer$0,()V,SORTED_MULTISET,78,80,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'iconst_0': 1, 'istore': 1}",0,>>>0: ldc_w #4620 |    3: invokestatic #4622 |    6: astore_0 ,>>>0: ldc_w #4623 |    3: invokestatic #4625 |    6: astore_0 
zombie/network/GameServer,main,([Ljava/lang/String;)V,SORTED_MULTISET,1823,1824,1,RECOMP_EXTRA_INSN,"Recomp has extra: goto, goto, ifeq",0,>>>0: invokestatic #136 |    3: putstatic #142 |    6: iconst_1 ,>>>0: invokestatic #134 |    3: putstatic #140 |    6: iconst_1 
zombie/network/GameServer,receivePlayerUpdate,(Ljava/nio/ByteBuffer;Lzombie/core/raknet/UdpConnection;S)V,STRUCTURAL,336,336,0,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'goto': 1, 'ifne': 1, 'checkcast': 2}",1,   0: aload_1  | >>>1: getfield #1422 |    4: getstatic #2301 |    7: if_acmpeq 26,   0: aload_1  | >>>1: getfield #1420 |    4: getstatic #2299 |    7: if_acmpeq 28
zombie/network/GameServer,process,(Lzombie/network/ZomboidNetData;)V,STRUCTURAL,26,27,1,RECOMP_EXTRA_INSN,"Recomp has extra: goto, return",1,   0: aload_0  | >>>1: getfield #1084 |    4: astore_1  |    5: getstatic #25,   0: aload_0  | >>>1: getfield #1082 |    4: astore_1  |    5: getstatic #23
zombie/network/GameServer,receiveItemStats,(Ljava/nio/ByteBuffer;Lzombie/core/raknet/UdpConnection;S)V,STRUCTURAL,205,202,-3,COUNT_DIFF_-3,"Instruction count diff=-3, goto diff=-3, return diff=+0",1,   0: aload_0  | >>>1: invokevirtual #1688 |    4: istore_3  |    5: aload_0 ,   0: aload_0  | >>>1: invokevirtual #1686 |    4: istore 5 |    6: aload_0 
zombie/network/GameServer,receiveRequestItemsForContainer,(Ljava/nio/ByteBuffer;Lzombie/core/raknet/UdpConnection;S)V,SORTED_MULTISET,267,268,1,OPCODE_DIFF,17 opcode differences: #81 goto->iload; #82 iload->iconst_3; #83 iconst_3->if_icmpne,0,>>>0: new #4067 |    3: dup  |    4: aload_0 ,>>>0: new #4065 |    3: dup  |    4: aload_0 
zombie/network/GameServer,receiveAddCoopPlayer,(Ljava/nio/ByteBuffer;Lzombie/core/raknet/UdpConnection;S)V,STRUCTURAL,310,311,1,RECOMP_EXTRA_GOTO,Recomp has 9 extra goto(s),1,   0: aload_0  | >>>1: invokevirtual #1691 |    4: istore_3  |    5: aload_0 ,   0: aload_0  | >>>1: invokevirtual #1689 |    4: istore_3  |    5: aload_0 
zombie/network/GameServer,receiveSyncAlarmClock,(Ljava/nio/ByteBuffer;Lzombie/core/raknet/UdpConnection;S)V,STRUCTURAL,201,200,-1,BRANCH_INV_RESTRUCTURED,1 inv + 126 other opcode diffs (block reorder),1,   0: aload_0  | >>>1: invokevirtual #1688 |    4: istore_3  |    5: iload_3 ,   0: aload_0  | >>>1: invokevirtual #1686 |    4: istore_3  |    5: iload_3 
zombie/network/GameServer,receiveSyncDoorKey,(Ljava/nio/ByteBuffer;Lzombie/core/raknet/UdpConnection;S)V,SORTED_MULTISET,106,104,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'goto': 2, 'iload': 8, 'iload_3': 3, 'invokedynamic': 3, 'invokestatic': 3, 'return': 3, 'aload': 1, 'ifnull': 1}",1,   0: aload_0  | >>>1: invokevirtual #2178 |    4: istore_3  |    5: aload_0 ,   0: aload_0  | >>>1: invokevirtual #2176 |    4: istore_3  |    5: aload_0 
zombie/network/GameServer,receiveSyncThumpable,(Ljava/nio/ByteBuffer;Lzombie/core/raknet/UdpConnection;S)V,SORTED_MULTISET,128,126,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'goto': 2, 'iload': 8, 'iload_3': 3, 'invokedynamic': 3, 'invokestatic': 3, 'return': 3, 'aload': 1, 'ifnull': 1}",1,   0: aload_0  | >>>1: invokevirtual #2178 |    4: istore_3  |    5: aload_0 ,   0: aload_0  | >>>1: invokevirtual #2176 |    4: istore_3  |    5: aload_0 
zombie/network/GameServer,isWorldVersionUnsupported,()Ljava/lang/String;,SORTED_MULTISET,113,112,-1,RECOMP_EXTRA_INSN,"Recomp has extra: goto, aconst_null, ldc_w",0,>>>0: new #199 |    3: dup  |    4: getstatic #163,>>>0: new #197 |    3: dup  |    4: getstatic #161
zombie/network/GameServer,lambda$launchCommandHandler$1,()V,SORTED_MULTISET,38,39,1,OPCODE_DIFF,23 opcode differences: #13 getstatic->goto; #14 ldc_w->aload_1; #16 pop->ifne,0,>>>0: new #6106 |    3: dup  |    4: new #6108,>>>0: new #6104 |    3: dup  |    4: new #6106
zombie/network/GameServerWorkshopItems,Install,(Ljava/util/ArrayList;)Z,STRUCTURAL,119,119,0,ORIG_EXTRA_2,"Original has 2 extra insns: {'goto': 6, 'ldc2_w': 2, 'invokestatic': 2, 'astore_3': 2, 'aload_3': 2, 'invokevirtual': 3, 'istore_2': 1, 'iload_2': 4, 'lstore_3': 1, 'lload_3': 4, 'aload_2': 1, 'ifeq': 1, 'iconst_0': 1, 'ireturn': 1}",71,   143: goto 88 |    146: iload_2  | >>>147: ifne 153 |    150: goto 170 |    153: ldc2_w #92,   143: goto 88 |    146: iload_2  | >>>147: ifne 259 |    150: aload_0  |    151: invokevirtual #69
zombie/network/GameServerWorkshopItems,QueryItemDetails,(Ljava/util/ArrayList;)Z,STRUCTURAL,78,78,0,ORIG_EXTRA_INSN,"Original has extra: aload_2, invokevirtual, ifeq",27,   46: astore_2  |    47: aload_2  | >>>48: getstatic #114 |    51: aload_1  |    52: aload_2 ,   46: astore_2  |    47: aload_2  | >>>48: getstatic #102 |    51: aload_1  |    52: aload_2 
zombie/network/GameServerWorkshopItems$WorkshopItem,update,()V,STRUCTURAL,13,12,-1,ORIG_EXTRA_INSN,"Original has extra: 50, goto",8,   1: 36  |    2: 43  | >>>3: 50  |    36: aload_0  |    37: invokevirtual #32,   1: 36  |    2: 43  | >>>3: 47  |    36: aload_0  |    37: invokevirtual #32
zombie/network/GameServerWorkshopItems$WorkshopItem,DownloadPending,()V,STRUCTURAL,46,45,-1,ORIG_EXTRA_RETURN,Original has extra return,27,   53: lload_3  |    54: invokevirtual #70 | >>>57: ifeq 101 |    60: iconst_2  |    61: newarray long,   53: lload_3  |    54: invokevirtual #70 | >>>57: ifeq 100 |    60: iconst_2  |    61: newarray long
zombie/network/MPStatistic,printCSVStatistic,()V,STRUCTURAL,573,574,1,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'ifnonnull': 1, 'goto': 1, 'return': 1}",1,   0: getstatic #650 | >>>3: ifeq 1454 |    6: aload_0  |    7: invokevirtual #752,   0: getstatic #650 | >>>3: ifeq 1458 |    6: aload_0  |    7: invokevirtual #752
zombie/network/MPStatisticClient,send,(Lzombie/core/network/ByteBufferWriter;)V,SORTED_MULTISET,260,262,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'aconst_null': 1, 'astore_2': 1}",40,   78: iconst_0  |    79: istore_3  | >>>80: aload_0  |    81: getfield #53 |    84: dup ,   78: iconst_0  |    79: istore_3  | >>>80: aconst_null  |    81: astore_2  |    82: aload_0 
zombie/network/NetChecksum$Comparer,serverPacket,(Ljava/nio/ByteBuffer;Lzombie/core/raknet/UdpConnection;)V,SORTED_MULTISET,375,374,-1,ORIG_EXTRA_2,"Original has 2 extra insns: {'ifne': 1, 'return': 1, '489': 1, '822': 1, 'iload': 1, 'iconst_1': 1, 'iadd': 1, 'i2s': 1, 'istore': 1, 'goto': 1}",1,   0: getstatic #271 | >>>3: ifne 7 |    6: return  |    7: aload_1 ,   0: getstatic #271 | >>>3: ifeq 870 |    6: aload_1  |    7: invokevirtual #172
zombie/network/NetChecksum$Comparer,update,()V,SORTED_MULTISET,28,25,-3,COUNT_DIFF_-3,"Instruction count diff=-3, goto diff=-3, return diff=+0",0,>>>0: getstatic #385 |    3: aload_0  |    4: getfield #13,>>>0: getstatic #383 |    3: aload_0  |    4: getfield #13
zombie/network/PassengerMap,clientReceivePacket,(Ljava/nio/ByteBuffer;)V,STRUCTURAL,60,59,-1,ORIG_EXTRA_2,"Original has 2 extra insns: {'ifnonnull': 1, 'goto': 2, 'ifne': 1}",19,   30: iload 7 |    32: getstatic #136 | >>>35: if_icmpge 146 |    38: getstatic #139 |    41: iload 7,   30: iload 7 |    32: getstatic #136 | >>>35: if_icmpge 140 |    38: getstatic #139 |    41: iload 7
zombie/network/PlayerDownloadServer$WorkerThread,runInner,()V,SORTED_MULTISET,50,48,-2,COUNT_DIFF_-3,"Instruction count diff=-3, goto diff=-3, return diff=+0",18,   40: tableswitch { |    1: 68  | >>>2: 95  |    3: 122  |    68: aload_0 ,   40: tableswitch { |    1: 68  | >>>2: 92  |    3: 116  |    68: aload_0 
zombie/network/PlayerDownloadServer$WorkerThread,putCommand,(Lzombie/network/PlayerDownloadServer$EThreadCommand;Lzombie/network/ClientChunkRequest;)V,SORTED_MULTISET,16,15,-1,ORIG_EXTRA_INSN,"Original has extra: goto, return",14,   22: aload_3  |    23: invokevirtual #122 | >>>26: goto 34 |    29: astore 4 |    31: goto 18,   22: aload_3  |    23: invokevirtual #122 | >>>26: return  |    27: astore 4 |    29: goto 18
zombie/network/PlayerDownloadServer$WorkerThread,sendArray,(Lzombie/network/ClientChunkRequest;)V,SORTED_MULTISET,252,252,0,BRANCH_TARGET_DIFF,1 branch targets differ: #155 goto 551 vs 506,155,   339: iconst_1  |    340: invokevirtual #199 | >>>343: goto 551 |    346: aload_1  |    347: aload_3 ,   339: iconst_1  |    340: invokevirtual #199 | >>>343: goto 506 |    346: aload_1  |    347: aload_3 
zombie/network/RCONServer$ClientThread,handlePacket,(IILjava/lang/String;)V,STRUCTURAL,178,177,-1,INV_PLUS_GOTO_SWAP,1 inversions + 2 goto/ret swaps,0,>>>0: ldc #132 |    2: aload_3  |    3: invokevirtual #134,>>>0: ldc #130 |    2: aload_3  |    3: invokevirtual #132
zombie/network/ServerChunkLoader$SaveChunkThread,run,()V,SORTED_MULTISET,51,49,-2,COUNT_DIFF_+3,"Instruction count diff=+3, goto diff=+0, return diff=+0",47,   111: aload_0  |    112: getfield #23 | >>>115: ifeq 131 |    118: aload_0  |    119: getfield #16,   111: aload_0  |    112: getfield #23 | >>>115: ifne 121 |    118: goto 0 |    121: aload_0 
zombie/network/ServerChunkLoader$SaveChunkThread,addUnloadedJob,(Lzombie/iso/IsoChunk;)V,SORTED_MULTISET,13,14,1,COUNT_DIFF_+3,"Instruction count diff=+3, goto diff=+0, return diff=+0",6,   8: aload_0  |    9: getfield #1 | >>>12: aload_1  |    13: invokespecial #135 |    16: invokevirtual #81,   8: aload_0  |    9: getfield #1 | >>>12: dup  |    13: invokestatic #135 |    16: pop 
zombie/network/ServerChunkLoader$SaveChunkThread,addLoadedJob,(Lzombie/iso/IsoChunk;)V,SORTED_MULTISET,45,46,1,LARGE_STRUCTURAL_DIFF_+6,"Major structural diff=+6, similarity=91.4%",2,   0: aload_0  |    1: getfield #37 | >>>4: invokevirtual #141 |    7: astore_2  |    8: aload_2 ,   0: aload_0  |    1: getfield #37 | >>>4: invokevirtual #147 |    7: astore_2  |    8: aload_2 
zombie/network/ServerChunkLoader$SaveChunkThread,saveLater,(Lzombie/GameTime;)V,SORTED_MULTISET,13,14,1,COUNT_DIFF_+3,"Instruction count diff=+3, goto diff=+0, return diff=+0",2,   0: aload_0  |    1: getfield #16 | >>>4: new #175 |    7: dup  |    8: aload_0 ,   0: aload_0  |    1: getfield #16 | >>>4: new #181 |    7: dup  |    8: aload_0 
zombie/network/ServerGUI,updateCamera,(Lzombie/characters/IsoPlayer;)V,STRUCTURAL,125,123,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'aload_0': 1, 'astore_1': 1, 'istore_2': 1, 'iload_2': 6, 'astore_3': 1, 'aload_1': 7, 'aload_3': 6, 'fstore': 3, 'fload': 3}",0,>>>0: aload_0  |    1: astore_1  |    2: iconst_0 ,>>>0: iconst_0  |    1: istore_1  |    2: getstatic #323
zombie/network/ServerGUI,RenderTiles,()V,STRUCTURAL,298,292,-6,BLOCK_REORDER,"Likely block reorder (sim=97.5%), added={}, removed={'aload_0': 4, 'pop': 4}",0,>>>0: getstatic #452 |    3: getfield #490 |    6: astore_0 ,>>>0: getstatic #453 |    3: getfield #491 |    6: astore_0 
